N,P,K,temperature,humidity,ph,rainfall,label
104.57,16.23,46.14,25.84,83.82,6.71,42.16,watermelon
44.15,60.14,76.46,17.5,17.36,7.61,66.4,chickpea
108.32,40.14,15.52,22.44,71.46,6.65,94.37,cotton
35.08,48.87,16.81,25.35,45.37,7.92,47.21,mothbeans
25.86,63.33,17.1,29.43,66.98,7.21,68.84,blackgram
91.66,53.18,42.19,26.66,85.87,7.15,191.92,jute
44.08,70.62,87.46,22.21,21.64,6.22,61.24,chickpea
32.0,58.93,23.02,32.57,66.83,6.29,70.47,blackgram
83.7,39.07,36.43,23.41,79.97,6.61,167.76,jute
82.59,47.41,22.8,23.89,56.44,5.93,90.35,maize
105.5,22.03,51.93,26.19,80.99,6.1,41.75,watermelon
33.7,69.13,82.05,24.06,16.63,6.28,91.77,chickpea
27.65,44.94,22.96,24.87,62.86,5.69,58.29,mothbeans
33.73,23.95,33.83,29.56,97.74,5.84,216.9,coconut
37.23,23.76,11.41,30.12,91.08,6.7,116.59,orange
38.2,57.06,23.01,21.28,56.84,6.48,195.34,pigeonpeas
62.63,49.92,18.5,20.46,55.61,6.82,87.33,maize
97.19,49.42,41.59,20.3,77.73,6.21,196.9,rice
18.25,74.96,18.98,35.15,51.25,5.68,113.97,pigeonpeas
68.26,45.53,16.03,24.38,74.73,7.43,109.61,maize
31.67,46.71,23.91,27.48,73.75,6.55,44.37,mungbean
82.46,35.85,26.05,25.63,67.49,6.22,191.55,coffee
39.82,15.45,28.69,26.03,94.09,6.69,193.04,coconut
20.04,20.17,28.97,29.26,54.96,5.13,51.26,mango
28.12,66.54,93.98,22.34,19.74,6.09,99.24,chickpea
27.87,16.3,14.04,20.72,90.67,6.02,111.38,orange
32.6,19.85,33.04,27.44,52.36,6.28,68.5,mango
66.87,76.75,48.91,42.39,93.36,7.0,87.46,papaya
21.03,133.55,198.5,8.69,81.27,6.59,63.03,grapes
48.65,72.67,50.25,25.92,92.4,6.45,103.88,papaya
100.98,38.94,21.56,23.72,82.21,5.55,72.58,cotton
39.27,36.82,19.59,27.26,43.94,4.56,36.65,mothbeans
34.15,67.96,20.1,26.67,65.35,7.43,62.58,blackgram
76.38,38.01,21.8,18.36,65.4,5.54,99.77,maize
32.58,120.46,204.05,13.5,85.3,5.64,70.46,grapes
24.33,79.74,17.34,29.67,38.91,6.17,148.51,pigeonpeas
34.17,67.33,16.21,27.74,68.07,6.71,78.6,blackgram
21.49,55.75,23.74,19.06,40.21,5.18,109.21,pigeonpeas
103.57,19.84,49.4,26.59,88.58,6.54,45.99,watermelon
24.37,17.23,12.03,24.32,94.72,6.47,105.96,orange
28.96,22.88,13.95,16.08,93.95,7.01,115.17,orange
38.37,51.66,22.42,31.18,35.01,6.01,38.64,mothbeans
83.95,37.75,38.7,23.82,84.41,5.63,268.93,rice
66.28,42.44,44.59,24.56,85.1,6.41,180.4,jute
92.0,22.7,53.75,28.35,91.08,6.76,25.31,muskmelon
32.18,58.67,22.59,20.05,18.06,5.85,78.2,kidneybeans
16.12,36.91,29.64,30.3,51.88,4.51,69.08,mango
66.24,45.68,44.28,22.7,88.52,6.19,281.02,rice
106.95,97.57,48.16,25.9,83.9,6.1,124.89,banana
40.27,63.91,15.73,25.29,67.94,7.43,70.55,blackgram
30.62,67.11,16.61,26.82,42.34,4.97,134.22,pigeonpeas
94.96,43.87,18.01,21.06,67.78,5.59,65.82,maize
29.49,56.17,22.79,24.25,68.88,6.33,54.78,lentil
34.06,58.67,15.5,18.21,66.6,6.52,100.39,pigeonpeas
36.02,63.83,90.49,21.19,17.88,6.94,76.39,chickpea
25.97,76.17,16.98,32.25,71.43,6.69,62.7,blackgram
32.15,14.87,13.94,29.96,92.01,6.18,115.29,orange
26.25,22.28,35.54,23.04,87.9,6.57,124.38,pomegranate
62.23,55.73,48.48,29.69,88.53,6.89,86.06,papaya
20.27,25.05,33.09,28.62,96.78,6.08,188.14,coconut
92.28,15.24,25.09,25.34,62.45,7.04,157.69,coffee
64.01,60.48,51.77,26.21,92.49,6.21,135.97,papaya
35.86,14.04,13.95,33.11,94.83,7.03,103.03,orange
28.97,76.81,15.04,30.44,63.6,6.93,67.32,blackgram
29.13,17.76,33.45,29.25,49.21,6.3,53.29,mango
22.1,13.25,30.96,25.51,91.98,5.8,211.07,coconut
27.37,13.63,10.39,28.78,90.39,7.24,102.03,orange
25.46,130.7,197.69,27.81,88.91,6.38,60.83,grapes
93.32,15.88,54.15,24.94,88.32,6.21,44.64,watermelon
61.37,57.59,37.31,26.45,75.27,6.59,152.84,jute
21.44,58.2,91.06,18.91,19.06,6.55,75.42,chickpea
37.08,36.78,20.14,30.12,38.32,8.67,39.69,mothbeans
125.57,55.86,21.47,26.48,79.48,7.45,68.62,cotton
28.05,24.92,26.58,26.1,90.09,5.91,223.53,coconut
93.2,37.9,37.43,24.34,83.63,6.08,168.45,jute
109.64,18.22,45.74,27.21,91.0,6.1,23.86,muskmelon
49.53,57.49,47.85,33.71,90.8,6.21,202.36,papaya
44.4,73.32,93.78,22.23,21.35,7.45,81.34,chickpea
21.53,137.67,199.88,22.41,80.75,6.44,60.38,grapes
101.87,22.71,51.26,29.38,94.85,6.49,22.49,muskmelon
30.83,24.4,34.29,34.42,51.84,6.52,93.69,mango
112.0,88.13,50.05,27.87,85.45,5.94,127.46,banana
16.98,35.1,16.99,29.74,47.1,3.86,58.26,mothbeans
26.76,140.52,199.48,28.82,80.48,6.25,68.83,grapes
28.61,46.0,23.33,25.91,45.32,3.58,68.46,mothbeans
29.65,74.25,18.22,22.59,22.54,6.02,79.81,kidneybeans
93.96,24.06,54.77,24.4,83.76,6.41,49.99,watermelon
35.95,67.24,24.9,26.72,39.26,6.55,158.11,pigeonpeas
97.31,39.91,26.99,25.66,56.52,7.44,159.26,coffee
32.71,32.53,32.33,30.88,45.15,4.74,91.45,mango
136.89,46.91,24.93,23.19,76.59,7.39,81.09,cotton
37.45,55.51,24.97,30.26,54.89,5.91,63.94,mothbeans
22.57,21.2,14.01,32.34,93.86,6.7,116.54,orange
26.51,130.07,199.65,12.68,83.48,6.42,71.9,grapes
31.23,131.7,197.08,23.13,94.99,5.96,118.6,apple
96.0,37.76,15.68,25.22,74.04,6.6,106.53,maize
15.26,23.08,34.35,28.73,96.95,6.47,157.62,coconut
29.8,24.38,39.0,18.28,87.34,6.7,103.39,pomegranate
69.15,57.3,38.75,21.57,76.92,5.88,268.5,rice
35.9,144.04,195.57,21.1,92.1,6.23,123.99,apple
65.64,55.43,40.16,23.09,76.7,5.87,250.01,rice
39.4,36.78,32.43,34.44,49.6,6.19,84.26,mango
82.0,43.73,43.5,23.79,75.65,6.42,177.31,jute
78.24,42.12,43.77,25.15,85.27,6.43,207.87,rice
97.4,90.39,48.26,25.82,82.24,6.58,99.41,banana
68.26,53.23,37.24,26.9,78.67,7.38,175.93,jute
76.03,53.2,24.95,21.78,69.85,7.5,109.39,maize
22.82,61.41,18.4,33.6,35.86,7.16,170.17,pigeonpeas
27.87,59.17,18.47,32.52,80.12,6.55,63.99,mungbean
15.48,16.29,14.73,16.22,93.4,6.74,106.39,orange
31.23,132.53,200.13,28.06,88.74,6.23,62.02,grapes
73.01,35.23,42.38,26.63,83.85,6.34,268.37,rice
118.35,95.83,50.19,27.58,84.14,6.36,104.59,banana
38.46,14.68,29.67,27.39,98.84,5.64,218.7,coconut
26.71,15.22,29.51,25.39,96.86,6.58,209.62,coconut
46.74,56.01,49.0,40.62,89.59,6.44,94.15,papaya
30.08,142.43,197.71,23.6,91.41,5.83,104.02,apple
38.48,69.58,17.19,25.08,36.45,4.53,114.06,pigeonpeas
107.5,18.45,48.29,26.75,85.46,6.02,44.49,watermelon
121.92,45.99,16.72,24.41,78.2,6.53,85.35,cotton
93.8,23.74,29.81,25.36,65.26,6.03,167.95,coffee
28.95,48.46,19.28,29.91,75.85,7.16,60.58,mungbean
26.45,25.3,25.82,26.46,98.82,6.35,212.93,coconut
100.3,57.1,20.55,26.92,72.69,5.61,97.08,cotton
116.02,36.52,27.46,24.64,67.81,6.36,171.27,coffee
29.53,10.43,10.55,15.8,94.59,7.32,108.67,orange
101.27,12.37,51.16,28.91,91.71,6.24,25.94,muskmelon
22.48,74.55,21.31,17.07,19.75,5.56,108.68,kidneybeans
15.3,41.89,23.94,32.16,64.07,6.95,45.29,mungbean
34.91,10.81,13.39,16.17,91.42,6.37,100.18,orange
102.83,22.53,49.74,25.26,83.43,6.28,41.93,watermelon
29.08,60.77,15.4,24.05,61.91,5.69,43.3,lentil
27.39,65.4,21.67,24.24,63.21,6.8,51.74,lentil
24.37,65.69,17.49,32.62,63.05,7.19,69.89,blackgram
23.18,21.17,29.64,35.6,51.05,5.7,43.04,mango
39.54,26.65,28.22,28.44,98.43,6.57,228.68,coconut
116.57,33.57,28.85,23.31,67.92,6.46,182.44,coffee
26.05,48.95,17.86,29.46,36.61,7.57,36.13,mothbeans
35.11,56.2,16.34,15.69,22.0,6.23,123.19,kidneybeans
108.88,48.2,19.4,23.95,79.71,6.6,92.58,cotton
102.42,94.85,46.44,26.34,83.56,5.82,109.06,banana
62.96,57.43,36.73,25.75,75.43,6.1,247.82,rice
80.57,47.57,42.02,21.24,87.34,6.62,245.23,rice
19.17,63.63,19.19,18.97,18.64,5.56,105.64,kidneybeans
35.17,58.68,16.54,23.7,67.37,5.3,164.4,pigeonpeas
30.06,59.62,22.1,33.96,61.03,6.47,58.44,mungbean
96.87,39.36,40.22,23.14,89.17,5.69,197.99,rice
32.55,49.29,20.94,27.24,48.06,3.75,37.46,mothbeans
39.23,59.44,86.45,18.26,15.06,6.16,84.94,chickpea
25.14,59.81,24.32,29.43,38.67,8.36,59.11,mothbeans
107.1,46.8,24.81,24.72,73.69,5.6,86.68,cotton
92.56,85.89,50.25,26.52,84.67,6.68,120.86,banana
29.58,49.7,21.75,29.53,47.45,6.99,61.76,mothbeans
94.65,56.52,44.67,26.34,79.21,6.05,275.43,rice
90.09,82.55,48.13,27.01,78.97,6.01,128.1,banana
27.14,57.75,21.95,32.27,79.67,6.34,40.42,mungbean
19.75,70.95,19.87,17.9,68.42,6.69,40.19,lentil
37.2,70.4,83.68,17.64,19.69,6.61,83.09,chickpea
98.07,16.12,53.35,25.81,84.96,6.69,43.1,watermelon
80.8,39.66,40.43,20.08,79.1,6.52,285.21,rice
67.99,56.2,41.11,24.45,85.67,6.82,181.98,jute
76.42,59.33,41.35,22.0,76.14,5.98,221.56,rice
32.96,58.72,91.35,23.63,19.64,7.38,95.72,chickpea
29.52,78.9,22.38,26.37,69.49,5.75,51.21,lentil
66.65,40.46,22.5,18.73,59.04,7.18,68.68,maize
81.03,54.97,17.6,24.21,56.14,6.05,78.01,maize
27.84,19.27,38.16,21.07,93.01,6.02,129.04,pomegranate
119.5,56.78,17.89,22.03,82.86,6.72,83.09,cotton
34.52,10.37,14.74,20.23,93.85,6.28,116.27,orange
32.52,45.27,20.38,32.02,89.18,7.15,50.8,mungbean
29.52,18.29,37.53,21.57,88.36,5.85,118.53,pomegranate
33.05,129.33,201.23,23.08,91.65,5.74,100.89,apple
108.39,20.42,54.58,28.77,91.57,6.45,26.62,muskmelon
29.56,18.88,13.55,32.12,93.29,6.99,118.98,orange
19.56,12.66,13.56,15.93,91.39,7.45,106.3,orange
108.41,48.95,22.35,23.55,76.6,6.71,84.48,cotton
42.38,60.06,81.5,23.57,20.94,7.16,64.37,chickpea
23.17,57.52,19.66,23.47,38.82,4.96,189.03,pigeonpeas
67.01,36.05,18.46,22.93,64.78,7.14,103.4,maize
25.31,40.67,17.1,30.01,41.59,4.65,49.3,mothbeans
34.07,141.85,201.98,19.24,84.32,5.95,60.99,grapes
118.68,47.34,16.31,23.72,80.12,6.96,87.33,cotton
31.28,27.8,28.56,30.52,52.71,5.78,65.25,mango
24.01,62.48,16.71,31.93,47.14,5.08,159.71,pigeonpeas
55.59,77.65,46.81,32.43,91.92,6.44,169.73,papaya
133.4,44.77,22.17,23.75,81.3,7.2,79.26,cotton
39.09,47.03,18.99,24.39,43.95,4.72,65.24,mothbeans
32.05,120.5,201.06,18.94,88.69,6.45,60.8,grapes
83.42,30.27,33.09,26.51,50.26,6.52,167.66,coffee
21.53,135.71,203.77,23.45,90.85,5.69,112.75,apple
33.81,38.14,26.81,27.03,49.76,5.33,77.68,mango
28.56,75.48,20.04,24.75,60.66,5.55,47.61,lentil
30.24,29.09,25.82,28.61,98.01,5.61,172.91,coconut
75.55,43.53,35.52,25.54,89.31,6.03,263.27,rice
38.86,48.53,19.72,26.5,48.33,4.35,52.94,mothbeans
90.43,51.3,35.14,22.97,80.95,6.26,194.96,rice
31.21,58.99,22.35,26.65,40.7,5.78,59.12,mothbeans
32.8,124.81,198.42,23.52,91.73,6.39,121.39,apple
19.32,128.09,200.19,22.68,90.94,5.9,122.07,apple
139.87,46.27,24.08,25.06,75.74,5.51,96.33,cotton
23.56,64.3,77.96,17.22,24.74,7.82,82.15,chickpea
97.9,22.63,47.07,27.46,91.95,6.18,26.04,muskmelon
79.53,55.82,38.34,24.63,89.64,7.41,172.89,jute
20.3,65.32,81.27,22.99,14.78,7.27,88.91,chickpea
29.9,18.44,10.76,13.29,93.77,6.27,101.22,orange
24.4,144.95,198.27,34.09,84.44,6.56,69.84,grapes
24.25,20.75,30.05,27.69,51.45,5.03,50.41,mango
25.11,14.83,14.07,30.16,94.56,6.62,117.11,orange
42.92,56.82,18.0,32.97,62.46,6.58,70.74,blackgram
90.11,83.32,49.4,28.54,85.87,5.95,109.55,banana
129.83,52.43,20.8,25.36,75.26,6.97,64.45,cotton
16.87,42.61,17.83,29.6,70.23,6.44,47.49,mungbean
71.59,54.87,40.03,20.09,77.08,6.64,206.95,rice
121.28,38.96,23.23,22.62,73.56,6.23,79.25,cotton
92.4,22.91,46.87,28.33,90.53,6.12,23.45,muskmelon
61.38,50.84,38.76,23.54,89.55,5.82,209.82,rice
95.76,11.42,47.73,28.85,93.06,6.7,29.67,muskmelon
76.58,43.89,19.67,24.93,61.74,5.85,81.19,maize
77.01,57.15,16.61,20.94,68.28,6.47,64.46,maize
27.3,131.84,203.21,12.5,82.54,6.64,63.83,grapes
97.58,47.8,43.23,26.65,89.95,6.38,195.3,rice
98.53,14.61,53.02,29.69,93.87,6.3,24.38,muskmelon
30.49,58.87,19.38,19.98,49.36,6.97,161.48,pigeonpeas
62.98,48.24,42.95,22.46,82.8,5.78,235.44,rice
15.2,13.97,13.74,22.29,92.89,7.2,117.77,orange
33.83,143.81,200.0,23.02,90.31,5.82,104.42,apple
55.7,68.1,53.35,25.69,89.35,6.72,149.83,papaya
96.44,38.56,29.62,23.38,57.36,6.92,156.41,coffee
48.45,77.17,46.84,39.59,87.55,6.13,222.77,papaya
16.46,35.33,34.44,30.46,49.94,5.22,40.37,mango
83.32,59.28,20.66,22.1,60.16,6.18,107.88,maize
78.88,36.29,16.86,24.12,68.6,6.85,92.1,maize
27.03,75.8,18.19,28.12,67.58,6.91,65.92,blackgram
26.39,52.29,16.69,28.29,70.66,6.39,62.16,mungbean
68.4,53.31,21.08,19.47,59.57,7.24,96.84,maize
94.52,51.05,40.49,20.59,85.56,6.73,264.87,rice
91.16,10.74,45.91,26.86,81.0,6.41,45.74,watermelon
110.61,59.77,24.75,25.87,80.39,6.52,95.4,cotton
27.09,44.68,16.43,25.3,68.25,6.91,64.11,mungbean
30.59,75.23,20.01,24.21,45.16,5.22,104.8,pigeonpeas
15.82,65.54,22.48,16.52,64.44,5.68,48.38,lentil
83.49,56.76,40.46,24.64,73.39,6.22,189.63,jute
27.93,56.94,23.35,22.36,63.02,6.48,42.37,lentil
104.38,48.55,17.92,24.91,72.67,6.8,62.49,cotton
67.14,51.47,20.51,23.64,57.63,6.23,85.95,maize
35.16,59.35,91.06,21.35,21.44,6.96,99.52,chickpea
30.84,19.79,25.43,29.46,52.48,6.93,98.33,mango
16.17,56.64,22.88,22.27,20.86,6.36,132.27,kidneybeans
20.65,19.66,11.36,17.43,90.57,7.05,114.03,orange
43.81,68.66,21.37,33.36,74.52,6.33,70.03,blackgram
15.59,27.21,30.29,31.38,46.97,6.3,57.82,mango
56.89,64.51,49.17,25.74,89.45,6.72,60.99,papaya
16.29,143.89,196.17,21.3,91.75,6.1,122.22,apple
77.1,53.66,42.04,23.28,88.9,6.37,227.88,rice
21.08,19.51,12.41,21.19,90.45,6.56,117.77,orange
30.26,49.55,24.9,34.87,77.93,6.84,45.91,mungbean
21.92,37.17,21.06,28.16,86.31,7.06,43.65,mungbean
108.23,21.65,30.61,25.24,66.24,6.13,199.3,coffee
91.03,10.32,54.83,29.26,91.46,6.17,20.01,muskmelon
54.15,78.31,51.56,25.11,86.24,6.67,162.43,papaya
72.57,37.34,36.73,25.22,82.39,6.0,220.02,rice
18.57,55.03,18.98,24.21,22.18,5.85,79.59,kidneybeans
88.27,43.48,43.36,20.59,88.15,6.12,182.17,rice
32.27,67.23,21.68,33.65,36.41,4.62,179.37,pigeonpeas
19.3,20.53,10.84,14.19,94.9,6.88,116.33,orange
63.9,70.71,46.51,39.72,92.39,6.07,218.24,papaya
48.58,61.08,49.63,33.82,88.08,6.12,59.34,papaya
95.97,97.44,54.47,29.27,85.98,6.02,114.02,banana
39.24,68.79,17.09,31.48,61.89,7.13,71.11,blackgram
27.23,28.28,25.06,35.14,53.21,6.62,80.09,mango
95.88,42.37,35.9,26.0,84.66,7.47,196.36,jute
80.87,56.89,42.2,26.05,82.03,6.8,197.42,jute
114.16,49.38,17.36,26.84,79.51,6.63,85.92,cotton
32.33,127.48,204.54,21.48,93.52,6.08,120.31,apple
35.94,51.07,19.05,26.34,67.91,7.11,46.79,mungbean
30.92,25.65,33.62,27.64,98.2,6.24,220.1,coconut
21.12,78.95,15.31,19.99,64.23,7.38,41.68,lentil
25.18,73.46,24.51,18.04,22.7,6.29,116.56,kidneybeans
75.33,45.69,23.72,23.79,55.6,5.92,75.23,maize
134.22,59.5,21.46,26.85,84.83,7.46,86.55,cotton
18.03,19.08,10.47,27.37,94.8,7.17,110.44,orange
25.4,79.21,78.69,19.07,22.43,7.23,98.24,chickpea
22.69,29.53,28.63,34.37,46.26,5.76,39.51,mango
18.05,127.51,199.21,23.85,92.79,6.0,109.78,apple
33.97,27.77,12.91,27.68,92.05,6.91,109.78,orange
67.46,35.61,40.86,23.88,77.58,6.95,223.49,rice
27.42,79.35,15.45,23.62,18.74,6.38,60.48,kidneybeans
26.94,36.14,21.26,30.89,50.27,5.02,55.94,mothbeans
39.12,57.46,76.62,17.65,17.58,6.39,78.16,chickpea
28.16,20.5,26.94,25.83,92.85,6.06,176.57,coconut
98.66,24.82,54.4,24.13,84.16,6.31,48.9,watermelon
108.99,20.94,32.61,25.12,55.99,6.22,178.31,coffee
90.84,52.8,35.46,20.78,87.94,5.67,284.39,rice
59.56,75.78,53.28,25.2,86.41,6.54,174.75,papaya
97.96,47.24,44.13,25.43,87.99,6.3,220.19,rice
113.26,43.21,24.45,24.61,71.03,7.2,63.05,cotton
36.65,24.12,26.7,29.71,92.99,5.6,179.24,coconut
73.28,41.18,39.69,24.7,87.5,6.8,156.92,jute
32.67,61.17,20.64,24.47,22.08,5.94,72.63,kidneybeans
19.19,126.54,199.88,25.82,81.4,5.67,67.86,grapes
108.74,10.07,45.77,29.91,91.06,6.28,20.31,muskmelon
33.05,43.75,21.63,24.38,39.93,5.6,54.69,mothbeans
49.66,69.63,50.91,28.38,91.3,6.45,69.55,papaya
135.7,48.55,18.25,25.76,72.54,6.83,65.95,cotton
74.98,55.19,44.4,22.72,84.44,5.75,292.6,rice
21.47,133.78,201.73,21.86,90.23,5.71,105.5,apple
24.01,79.78,17.21,23.39,24.84,5.67,141.74,kidneybeans
24.86,25.02,38.81,22.49,87.57,5.73,107.77,pomegranate
28.05,20.75,40.61,24.52,89.49,6.28,112.55,pomegranate
22.99,12.06,38.17,22.85,93.67,6.87,118.55,pomegranate
73.24,39.04,41.6,22.62,77.05,5.76,249.15,rice
21.23,125.35,203.88,31.62,82.08,5.85,67.07,grapes
58.08,56.8,51.98,36.53,86.96,6.16,124.03,papaya
25.04,42.42,20.21,26.63,35.3,7.35,34.78,mothbeans
94.45,17.64,47.83,26.13,80.08,6.44,46.88,watermelon
36.45,21.73,34.89,29.39,95.3,6.41,219.95,coconut
26.09,65.08,22.3,25.32,65.45,6.84,46.71,lentil
39.3,136.97,196.27,25.17,84.1,5.78,67.41,grapes
15.91,58.69,17.59,27.9,89.27,6.43,44.16,mungbean
35.35,121.39,198.38,22.74,94.21,5.5,103.52,apple
106.62,22.94,54.33,26.97,83.4,6.27,42.44,watermelon
30.99,125.93,199.41,21.53,91.98,6.38,116.23,apple
87.47,39.16,29.34,26.41,69.8,7.17,198.82,coffee
25.28,20.25,10.07,21.65,90.37,6.99,116.12,orange
31.66,62.26,19.76,23.65,24.14,5.73,66.93,kidneybeans
36.12,64.64,15.4,24.5,65.17,5.68,134.72,pigeonpeas
29.54,48.94,17.61,27.33,84.62,7.03,40.19,mungbean
28.46,10.52,11.26,13.34,94.07,7.31,108.45,orange
25.07,63.43,20.21,18.71,23.17,5.56,101.97,kidneybeans
17.22,70.19,23.54,20.23,18.4,5.77,131.35,kidneybeans
18.35,29.52,29.38,25.77,92.32,6.83,169.64,coconut
99.61,16.5,51.28,25.79,84.33,6.24,44.09,watermelon
91.15,31.02,27.91,26.23,67.44,6.89,150.61,coffee
23.64,44.55,20.72,30.98,56.19,3.66,37.27,mothbeans
98.1,75.12,45.09,28.35,82.91,5.72,126.81,banana
93.15,58.12,40.41,20.64,78.43,6.41,210.22,rice
32.31,79.47,20.4,28.37,74.03,6.62,64.96,blackgram
61.25,58.49,44.58,26.97,85.92,6.04,174.71,jute
98.11,96.55,48.23,23.89,87.95,6.66,98.99,banana
93.19,45.44,24.32,22.87,57.97,6.01,84.85,maize
15.36,56.31,19.6,21.55,20.47,6.04,70.55,kidneybeans
22.74,142.37,200.21,22.03,93.56,5.94,114.14,apple
21.21,13.43,29.45,26.74,99.11,5.74,215.27,coconut
93.9,25.03,32.81,25.89,59.35,6.18,166.7,coffee
128.76,58.65,18.38,26.69,76.13,6.1,79.66,cotton
93.07,25.73,34.38,24.9,65.16,7.5,180.34,coffee
88.32,47.77,43.53,20.49,88.35,6.54,199.64,rice
31.44,15.91,12.37,24.38,91.19,7.13,111.24,orange
25.3,125.33,200.47,22.1,94.79,6.48,121.82,apple
35.72,39.48,21.69,29.37,49.79,8.25,59.04,mothbeans
21.7,79.2,95.12,22.35,23.21,6.02,98.56,chickpea
104.73,22.39,51.68,24.53,83.07,6.73,49.27,watermelon
16.65,62.89,24.95,18.04,22.43,5.95,121.98,kidneybeans
103.23,11.33,54.05,24.59,82.6,6.1,49.99,watermelon
32.1,61.09,15.9,25.81,68.93,6.23,73.88,blackgram
19.72,17.47,14.82,29.31,91.44,7.32,103.74,orange
53.8,76.56,50.56,29.15,89.28,6.33,45.88,papaya
93.91,81.94,50.54,26.97,84.1,6.28,120.69,banana
28.25,28.88,12.8,21.77,90.39,7.45,109.18,orange
23.68,57.83,15.27,28.21,74.02,6.83,45.88,mungbean
64.88,44.19,43.9,20.72,83.91,5.53,198.2,rice
25.51,73.0,21.25,28.03,64.2,7.28,71.12,blackgram
15.36,56.56,24.11,35.07,63.79,5.19,151.22,pigeonpeas
17.71,26.66,30.57,28.28,92.37,5.65,185.02,coconut
28.72,31.77,34.33,28.62,48.39,4.71,81.03,mango
31.27,21.99,44.73,23.47,91.04,6.33,122.59,pomegranate
19.55,79.45,17.84,16.25,69.64,5.55,54.91,lentil
22.37,64.25,23.07,22.71,20.15,6.43,114.51,kidneybeans
16.54,36.22,15.24,28.0,36.17,4.45,54.01,mothbeans
21.8,69.83,78.78,19.78,19.57,6.05,79.07,chickpea
16.35,66.22,18.62,22.42,64.07,6.98,40.12,lentil
24.53,33.17,31.98,33.65,52.68,5.02,87.31,mango
19.28,59.32,23.36,24.87,68.75,5.62,51.41,lentil
30.82,64.7,23.94,16.79,22.46,6.02,79.34,kidneybeans
35.13,33.14,26.07,36.48,54.26,4.81,92.56,mango
129.77,36.16,15.84,24.81,80.94,5.59,84.24,cotton
18.41,127.74,203.38,13.42,80.99,6.02,63.45,grapes
109.29,90.33,54.63,27.1,76.32,6.79,103.12,banana
52.67,64.31,48.42,26.85,90.9,6.07,139.07,papaya
38.23,133.3,198.63,25.34,87.72,6.01,61.15,grapes
131.65,41.2,22.7,26.55,73.82,7.03,85.05,cotton
110.21,81.8,49.28,24.42,80.91,6.73,104.48,banana
103.56,11.82,45.71,29.56,94.12,6.72,28.4,muskmelon
110.84,78.61,47.64,28.92,77.57,5.56,96.12,banana
98.19,58.43,38.01,23.32,88.1,6.15,155.44,jute
64.63,54.5,37.5,20.57,84.3,6.8,290.7,rice
16.83,14.98,43.02,22.46,94.71,5.52,111.91,pomegranate
39.09,56.57,19.84,29.74,72.64,6.88,50.17,mungbean
22.13,124.46,196.67,23.22,93.07,5.84,100.44,apple
122.87,59.95,17.8,26.8,75.67,6.37,96.65,cotton
46.12,63.51,48.55,33.12,86.32,7.0,185.3,papaya
95.92,40.37,20.13,25.15,74.93,6.64,103.14,maize
36.53,22.08,35.55,19.4,93.16,6.81,124.65,pomegranate
41.25,69.09,18.51,30.09,64.8,7.32,76.06,blackgram
43.41,72.73,19.02,29.67,60.95,6.58,70.87,blackgram
34.16,36.37,15.09,29.92,82.8,7.19,50.57,mungbean
18.5,120.18,202.85,33.8,88.27,6.55,61.38,grapes
94.01,86.24,48.71,29.63,75.15,5.88,122.18,banana
15.84,77.43,17.5,18.13,34.23,6.95,122.55,pigeonpeas
101.66,23.89,29.3,24.86,61.01,6.16,159.61,coffee
26.67,25.04,11.64,22.39,94.58,6.53,118.78,orange
25.72,11.04,11.57,21.13,93.23,6.49,114.48,orange
33.7,38.73,28.34,30.05,50.42,6.79,81.53,mango
29.73,76.21,20.12,33.68,62.99,6.11,64.79,blackgram
30.59,56.45,20.71,27.58,76.39,7.19,60.33,mungbean
91.52,19.06,30.17,27.05,68.49,6.68,198.36,coffee
94.97,10.0,52.74,29.92,94.64,6.04,20.65,muskmelon
18.69,17.9,33.98,26.04,94.19,5.95,161.38,coconut
28.39,28.75,27.38,27.85,96.82,5.58,169.42,coconut
22.63,23.83,28.07,25.47,92.4,6.85,192.92,coconut
23.48,36.28,20.67,27.89,56.72,8.46,51.0,mothbeans
93.21,58.6,15.81,19.06,72.09,5.95,86.65,maize
87.37,40.94,42.02,25.26,89.81,5.9,287.27,rice
100.91,35.34,33.08,25.01,69.45,6.54,181.51,coffee
36.88,58.06,23.86,24.9,43.93,4.75,54.02,mothbeans
64.78,48.72,38.56,25.44,82.71,5.99,298.18,rice
96.28,70.68,49.49,28.63,85.35,6.01,128.66,banana
122.68,45.99,15.36,24.48,71.63,5.78,90.39,cotton
37.87,138.75,196.79,21.02,94.55,6.22,104.94,apple
16.1,24.97,40.44,19.91,87.8,6.32,109.52,pomegranate
27.31,22.12,33.99,33.54,46.38,4.79,64.43,mango
60.74,54.18,22.8,19.51,55.79,5.86,87.69,maize
23.08,63.38,22.5,35.02,45.81,4.75,152.03,pigeonpeas
103.89,17.36,51.54,28.05,90.51,6.62,28.3,muskmelon
32.47,73.44,16.75,28.98,63.35,5.78,93.06,pigeonpeas
25.46,19.32,33.43,29.69,97.31,6.5,163.09,coconut
33.4,124.46,199.94,23.54,94.69,5.59,122.48,apple
19.12,25.81,29.7,34.06,50.02,4.92,75.77,mango
35.85,130.76,199.92,32.0,82.66,6.56,73.98,grapes
131.14,50.79,17.42,25.41,82.23,5.56,61.82,cotton
48.16,72.99,49.99,26.71,87.9,6.78,120.61,papaya
31.98,142.78,196.87,11.55,84.71,6.94,67.72,grapes
